RideID,LatOrigem,LongOrigem,LatDestino,LongDestino,Distancia_KM,Estimatives
1186154,-2.340.690.690.000.000,-464.505.424,-235.140.635,-466.199.441,28.38,"{'poupa99': 68.29, 'pop99': 68.29, 'turbo-taxi': 109.88, 'regular-taxi': 122.09, 'UberX': 67.0, 'Comfort': 90.0, 'Flash': 67.0, 'Black': 89.5, 'Bag': 86.0, 'Black Bag': 107.0, 'Uber Promo': 54.5}"
1186155,-23.558.902.999.999.900,-46.620.350.699.999.900,-236.312.116,-4.659.937.009.999.990,9.68,"{'poupa99': 30.11, 'turbo-taxi': 39.45, 'regular-taxi': 43.83, 'Uber Promo': 37.5, 'UberX': 44.0, 'Comfort': 64.0, 'Flash': 43.0, 'Black': 36.0, 'Bag': 60.5, 'Taxi': 30.5, 'pop99': 30.11}"
1186156,-59.368.623,-35.282.616.399.999.900,-5.867.707.799.999.990,-35.219.367,15.77,"{'Flash': 21.0, 'Comfort': 31.5, 'pop99': 21.27, 'UberX': 21.0}"
1186157,-22.705.056.199.999.900,-435.699.573,-227.126.776,-435.553.651,1.97,"{'poupa99': 8.11, 'pop99': 8.11, 'Comfort': 9.5, 'UberFlash': 8.0, 'UberX': 8.0}"
1186158,-234.741.708,-465.724.062,-235.007.226,-466.013.709,5.0,"{'poupa99': 28.45, 'pop99': 28.45, 'turbo-taxi': 25.07, 'regular-taxi': 27.85, 'Uber Promo': 23.5, 'UberX': 27.5, 'Comfort': 32.5, 'Flash': 26.5, 'Bag': 38.5, 'Black': 21.0}"
1186159,-25.364.137,-49.203.162.999.999.900,-254.440.639,-491.942.805,13.99,"{'pop99': 29.14, 'turbo-taxi': 41.17, 'regular-taxi': 51.47, 'Flash': 25.5, 'UberX': 25.5, 'Comfort': 29.5, 'Black': 50.0, 'poupa99': 25.03}"
1186160,-233.203.005,-4.594.257.750.000.000,-232.229.963,-45.905.952,16.72,"{'pop99': 30.25, 'regular-taxi': 85.37, 'Flash': 29.5, 'UberX': 30.0}"
1186161,-23.551.167,-46.847.035.899.999.900,-235.534.216,-467.780.631,17.59,"{'pop99': 50.63, 'turbo-taxi': 56.3, 'regular-taxi': 62.34, 'Uber Promo': 33.5, 'UberX': 40.0, 'Comfort': 60.0, 'Flash': 40.0, 'Black': 39.0, 'Bag': 56.0, 'top99': 45.24}"
1186162,-269.319.842,-491.302.466,-268.116.587,-490.904.238,19.8,"{'Uber Flash': 30.5, 'Comfort': 40.0, 'poupa99': 100.94, 'pop99': 100.94, 'turbo-taxi': 76.79, 'regular-taxi': 76.79, 'UberX': 30.5}"
1186163,-227.150.162,-46.800.241,-224.363.865,-4.681.483,40.43,"{'Comfort': 91.0, 'UberX': 71.5}"
1186164,-27.558.018.999.999.900,-48.625.098,-276.008.642,-485.965.146,7.79,"{'pop99': 14.46, 'turbo-taxi': 23.9, 'regular-taxi': 26.56, 'Flash': 15.0, 'Comfort': 17.5, 'UberX': 15.0, 'poupa99': 12.22}"
1186165,-234.741.708,-465.724.062,-235.007.226,-466.013.709,5.0,"{'Uber Promo': 23.5, 'UberX': 27.5, 'Comfort': 32.5, 'Flash': 26.5, 'Black': 21.0, 'Bag': 38.5, 'poupa99': 28.45, 'pop99': 28.45, 'regular-taxi': 27.85, 'turbo-taxi': 25.07}"
1186166,-232.896.441,-51.245.435.699.999.900,-23.259.876,-5.115.884.599.999.990,12.74,"{'Comfort': 28.5, 'pop99': 18.1, 'regular-taxi': 63.92, 'UberX': 17.0}"
1186167,-25.364.137,-49.203.162.999.999.900,-254.440.639,-491.942.805,13.99,"{'poupa99': 25.03, 'Flash': 25.5, 'pop99': 29.14, 'turbo-taxi': 41.17, 'Comfort': 29.5, 'Black': 50.0, 'regular-taxi': 51.47, 'UberX': 25.5}"
1186168,-269.319.842,-491.302.466,-268.116.587,-490.904.238,19.8,"{'poupa99': 100.94, 'UberX': 30.5, 'Uber Flash': 30.5, 'pop99': 100.94, 'Comfort': 40.0, 'turbo-taxi': 76.79, 'regular-taxi': 76.79}"
1186170,-232.287.967,-45.791.275.899.999.900,-231.912.487,-45.877.423,16.72,"{'Flash': 31.5, 'pop99': 40.49, 'turbo-taxi': 79.2, 'regular-taxi': 79.2, 'UberX': 31.5}"
1186171,-231.750.585,-45.824.031.399.999.900,-2.322.869.499.999.990,-459.079.798,14.65,"{'Flash': 26.0, 'UberX': 26.0, 'Comfort': 35.5, 'turbo-taxi': 61.51, 'regular-taxi': 61.51, 'pop99': 19.34}"
1186172,-19.880.540.500.000.000,-440.466.605,-198.749.131,-439.939.232,08.02,"{'Comfort': 24.0, 'UberFlash': 21.0, 'Black': 32.5, 'poupa99': 16.22, 'pop99': 18.92, 'turbo-taxi': 24.8, 'regular-taxi': 24.44, 'UberX': 21.0}"
1186173,-236.903.656,-465.192.141,-236.194.444,-465.383.333,11.34,"{'UberX': 34.0, 'Comfort': 50.5, 'Flash': 34.0, 'Black': 39.0, 'Bag': 47.5, 'poupa99': 43.94, 'pop99': 43.94, 'turbo-taxi': 43.15, 'regular-taxi': 47.94, 'Uber Promo': 28.5}"
1186174,-234.741.708,-465.724.062,-235.007.226,-466.013.709,5.0,"{'UberX': 22.0, 'Comfort': 26.5, 'Flash': 21.0, 'poupa99': 28.45, 'pop99': 28.45, 'turbo-taxi': 25.07, 'regular-taxi': 27.85, 'Black': 21.0}"
1186175,-22.913.079.699.999.900,-43.194.800.799.999.900,-229.065.928,-4.356.455.090.000.000,52.31,"{'pop99': 67.92, 'turbo-taxi': 164.19, 'regular-taxi': 182.42, 'UberX': 66.5, 'Comfort': 119.0, 'UberFlash': 66.5, 'Black': 146.0, 'poupa99': 61.1}"
1186176,-80.259.804,-350.044.945,-81.128.662,-3.503.097.489.999.990,19.31,"{'Flash': 26.5, 'pop99': 27.14, 'regular-taxi': 77.93, 'UberX': 26.5}"
1186177,-269.319.842,-491.302.466,-268.116.587,-490.904.238,19.8,"{'poupa99': 100.49, 'pop99': 100.49, 'turbo-taxi': 80.08, 'regular-taxi': 80.08, 'Uber Flash': 39.0, 'Comfort': 51.5, 'UberX': 39.0}"
1186178,-234.070.811,-46.450.222.499.999.900,-235.140.635,-466.199.441,28.41,"{'poupa99': 98.18, 'turbo-taxi': 110.36, 'regular-taxi': 122.61, 'Uber Promo': 46.0, 'UberX': 57.5, 'Comfort': 77.0, 'Flash': 57.5, 'Black': 89.5, 'Bag': 72.5, 'Black Bag': 108.0, 'pop99': 98.18}"
1186179,-23.698.198.599.999.900,-4.677.858.270.000.000,-236.851.735,-467.506.451,4.53,"{'Uber Promo': 19.0, 'UberX': 23.0, 'Comfort': 34.5, 'Flash': 22.0, 'Black': 21.0, 'Bag': 31.5, 'poupa99': 14.16, 'turbo-taxi': 23.8, 'regular-taxi': 26.44, 'pop99': 14.16}"
1186180,-269.319.842,-491.302.466,-268.116.587,-490.904.238,19.8,"{'UberX': 39.0, 'Uber Flash': 39.0, 'Comfort': 51.5, 'poupa99': 100.94, 'pop99': 100.94, 'turbo-taxi': 76.79, 'regular-taxi': 76.79}"
1186181,-25.094.281.199.999.900,-502.055.534,-25.105.961,-501.583.251,6.69,"{'turbo-taxi': 41.72, 'regular-taxi': 41.13, 'UberX': 16.0, 'Comfort': 20.0, 'Uber Flash': 16.0, 'pop99': 14.69}"
1186182,-234.070.811,-46.450.222.499.999.900,-235.140.635,-466.199.441,28.41,"{'UberX': 87.0, 'Comfort': 118.0, 'Flash': 87.0, 'Black': 89.5, 'Bag': 112.0, 'Black Bag': 107.5, 'poupa99': 98.18, 'pop99': 98.18, 'turbo-taxi': 110.36, 'regular-taxi': 122.61, 'Uber Promo': 71.0}"
1186183,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'UberX': 39.0, 'Comfort': 55.5, 'Flash': 39.0, 'Bag': 65.0, 'pop99': 33.73}"
1186184,-228.685.688,-434.882.551,-228.492.525,-433.110.253,23.21,"{'UberX': 65.0, 'Comfort': 113.5, 'UberFlash': 65.0, 'Black': 76.5, 'pop99': 42.07, 'turbo-taxi': 77.47, 'regular-taxi': 86.07, 'poupa99': 37.84}"
1186185,-25.094.281.199.999.900,-502.055.534,-25.105.961,-501.583.251,6.69,"{'Comfort': 20.0, 'Uber Flash': 16.0, 'pop99': 14.69, 'turbo-taxi': 41.72, 'regular-taxi': 41.13, 'UberX': 16.0}"
1186186,-23.551.167,-46.847.035.899.999.900,-235.534.216,-467.780.631,17.59,"{'pop99': 51.49, 'turbo-taxi': 56.24, 'top99': 45.71, 'regular-taxi': 63.39, 'UberX': 33.5, 'Comfort': 50.5, 'Flash': 33.5, 'Black': 39.0, 'Bag': 47.0, 'Black Bag': 47.5, 'Uber Promo': 28.5}"
1186187,-227.885.473,-4.329.288.529.999.990,-22.697.719,-43.290.323,19.08,"{'pop99': 28.79, 'turbo-taxi': 57.27, 'UberX': 24.0, 'regular-taxi': 62.22, 'Comfort': 44.0, 'UberFlash': 24.0, 'Black': 59.0, 'poupa99': 25.85}"
1186188,-231.750.585,-45.824.031.399.999.900,-2.322.869.499.999.990,-459.079.798,14.65,"{'pop99': 19.34, 'Flash': 26.0, 'turbo-taxi': 61.51, 'regular-taxi': 61.51, 'Comfort': 35.5, 'UberX': 26.0}"
1186189,-227.836.799,-43.360.492.699.999.900,-228.783.193,-434.653.172,25.81,"{'pop99': 33.49, 'turbo-taxi': 74.19, 'regular-taxi': 82.43, 'poupa99': 30.2}"
1186190,-236.540.973,-464.604.237,-23.631.059,-465.990.597,40.13,"{'poupa99': 126.59, 'pop99': 126.59, 'turbo-taxi': 112.94, 'regular-taxi': 125.49, 'UberX': 86.0, 'Flash': 86.0, 'Black': 128.5, 'Bag': 103.0, 'Uber Promo': 68.0}"
1186191,-291.816.683,-51.202.792.099.999.900,-2.917.913.519.999.990,-5.123.141.769.999.990,4.13,"{'Uber Flash': 9.5, 'Comfort': 12.5, 'poupa99': 29.61, 'pop99': 29.61, 'turbo-taxi': 20.33, 'regular-taxi': 21.39, 'UberX': 9.5}"
1186192,-25.500.369,-49.255.753.999.999.900,-255.133.514,-492.573.318,2.14,"{'Flash': 8.5, 'UberX': 8.5, 'Comfort': 10.5, 'Black': 14.5, 'poupa99': 7.03, 'turbo-taxi': 12.06, 'regular-taxi': 13.4, 'pop99': 7.03}"
1186193,-19.820.543.699.999.900,-439.727.385,-198.908.568,-43.967.954,10.39,"{'pop99': 20.45, 'turbo-taxi': 46.77, 'regular-taxi': 46.77, 'UberX': 27.5, 'Comfort': 27.5, 'UberFlash': 25.0, 'Black': 38.0, 'poupa99': 17.51}"
1186194,-23.551.167,-46.847.035.899.999.900,-235.534.216,-467.780.631,17.59,"{'Uber Promo': 30.5, 'UberX': 35.5, 'Comfort': 53.5, 'Flash': 35.5, 'Black': 38.5, 'Bag': 50.0, 'Black Bag': 47.5, 'pop99': 58.36, 'turbo-taxi': 56.24, 'regular-taxi': 63.39, 'top99': 45.71}"
1186195,-204.968.757,-546.471.599,-204.524.805,-545.940.804,8.99,"{'pop99': 18.88, 'turbo-taxi': 40.54, 'regular-taxi': 44.42, 'UberX': 17.0, 'Uber Promo': 12.5}"
1186196,-25.667.064.999.999.900,-4.928.761,-256.524.202,-493.138.732,3.96,"{'Flash': 11.5, 'UberX': 11.5, 'Comfort': 13.5, 'Black': 21.0, 'poupa99': 11.05, 'pop99': 11.05}"
1186197,-7.905.562.000.000.000,-34.908.586,-7.947.143.199.999.990,-348.766.569,6.89,"{'regular-taxi': 30.93, 'Flash': 12.5, 'UberX': 12.5, 'Comfort': 18.5, 'pop99': 10.11}"
1186198,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'pop99': 33.84, 'Comfort': 73.5, 'Flash': 48.0, 'Bag': 79.5, 'UberX': 48.0}"
1186199,-234.538.236,-4.668.317.259.999.990,-235.124.643,-4.667.506.160.000.000,9.22,"{'poupa99': 33.08, 'pop99': 33.08, 'turbo-taxi': 44.1, 'regular-taxi': 49.0, 'UberX': 23.0}"
1186200,-2.340.690.690.000.000,-464.505.424,-235.140.635,-466.199.441,28.38,"{'poupa99': 98.56, 'turbo-taxi': 109.88, 'regular-taxi': 122.09, 'Uber Promo': 46.0, 'UberX': 57.5, 'Comfort': 77.0, 'Flash': 57.5, 'Black': 89.5, 'Bag': 72.5, 'Black Bag': 108.0, 'pop99': 98.56}"
1186201,-12.939.435.399.999.900,-383.597.858,-128.686.612,-382.976.331,11.59,"{'Comfort': 25.5, 'UberFlash': 19.0, 'poupa99': 19.16, 'pop99': 21.74, 'turbo-taxi': 29.38, 'regular-taxi': 41.61, 'UberX': 19.0}"
1186202,-21.758.713.999.999.900,-41.300.112.999.999.900,-217.647.179,-41.323.808,3.12,"{'pop99': 8.23, 'comfort99': 9.52, 'delivery99': 9.87, 'turbo-taxi': 13.83, 'regular-taxi': 15.48, 'Uber Flash': 8.5, 'UberX': 8.5, 'Comfort': 12.5, 'poupa99': 7.4}"
1186203,-235.040.495,-467.749.926,-23.530.023,-4.689.314.449.999.990,18.38,"{'Uber Promo': 38.0, 'UberX': 43.5, 'Comfort': 59.0, 'Flash': 43.5, 'Black': 63.0, 'Bag': 56.5, 'pop99': 39.13, 'turbo-taxi': 71.17, 'regular-taxi': 79.08, 'poupa99': 35.25}"
1186204,-205.185.674,-546.175.471,-2.049.604,-5.461.254,04.06,"{'poupa99': 8.34, 'pop99': 8.34, 'turbo-taxi': 18.69, 'regular-taxi': 20.45, 'UberX': 8.5, 'Uber Promo': 6.5}"
1186205,-228.185.526,-434.281.126,-228.923.798,-436.776.206,37.26,"{'turbo-taxi': 107.06, 'regular-taxi': 106.73, 'UberX': 54.5, 'Comfort': 91.0, 'UberFlash': 54.5, 'Black': 105.0, 'pop99': 52.17}"
1186206,-234.538.236,-4.668.317.259.999.990,-235.124.643,-4.667.506.160.000.000,9.22,"{'Uber Promo': 20.0, 'UberX': 23.0, 'Bag': 31.5, 'poupa99': 33.08, 'turbo-taxi': 44.1, 'regular-taxi': 49.0, 'pop99': 33.08}"
1186207,-12.147.172,-38.434.838.000.000.000,-121.641.823,-3.841.161.760.000.000,3.92,"{'Uber Flash': 8.5, 'UberX': 8.5, 'pop99': 7.88}"
1186208,-234.070.811,-46.450.222.499.999.900,-235.140.635,-466.199.441,28.41,"{'poupa99': 98.56, 'pop99': 98.56, 'turbo-taxi': 109.88, 'regular-taxi': 122.09, 'UberX': 58.0, 'Comfort': 77.0, 'Flash': 58.0, 'Black': 90.0, 'Bag': 73.5, 'Black Bag': 108.0, 'Uber Promo': 46.0}"
1186209,-7.211.810.000.000.000,-39.284.875,-7.226.874.899.999.990,-393.473.273,9.73,"{'poupa99': 17.28, 'pop99': 20.1, 'regular-taxi': 43.4, 'Uber Flash': 16.0, 'UberX': 16.0}"
1186210,-224.239.262,-475.822.365,-223.819.269,-475.482.288,6.92,"{'turbo-taxi': 42.65, 'regular-taxi': 42.65, 'UberX': 28.0, 'pop99': 26.83}"
1186211,-235.040.495,-467.749.926,-23.530.023,-4.689.314.449.999.990,18.38,"{'poupa99': 35.25, 'pop99': 39.13, 'turbo-taxi': 71.17, 'regular-taxi': 79.08, 'UberX': 49.5, 'Comfort': 68.0, 'Flash': 49.5, 'Black': 63.0, 'Uber Promo': 43.0}"
1186212,-229.508.102,-470.795.361,-229.541.606,-4.711.610.409.999.990,7.29,"{'pop99': 25.2, 'turbo-taxi': 37.43, 'regular-taxi': 37.43, 'Flash': 21.0, 'UberX': 21.0, 'Comfort': 21.0}"
1186213,-22.352.821.199.999.900,-417.695.863,-223.354.608,-417.401.769,3.97,"{'poupa99': 7.99, 'pop99': 9.29, 'turbo-taxi': 23.15, 'regular-taxi': 23.15, 'Uber Flash': 7.5, 'Comfort': 13.5, 'UberX': 7.5}"
1186214,-22.859.919.899.999.900,-43.547.063.099.999.900,-229.890.123,-433.524.804,38.66,"{'pop99': 60.99, 'turbo-taxi': 121.09, 'regular-taxi': 134.54, 'Comfort': 100.0, 'UberFlash': 60.0, 'Black': 123.5, 'UberX': 60.0}"
1186215,-253.880.028,-491.690.092,-253.989.687,-492.139.336,9.66,"{'pop99': 20.57, 'turbo-taxi': 35.96, 'regular-taxi': 35.96, 'Flash': 22.0, 'UberX': 22.0, 'Comfort': 26.0, 'Black': 44.0, 'poupa99': 17.63}"
1186216,-22.423.449.599.999.900,-47.581.598,-223.819.269,-475.482.288,6.98,"{'pop99': 27.09, 'turbo-taxi': 42.65, 'regular-taxi': 42.65, 'UberX': 28.5}"
1186217,-232.809.804,-458.925.805,-232.023.306,-45.951.408,17.24,"{'turbo-taxi': 77.96, 'regular-taxi': 77.96, 'pop99': 39.26}"
1186218,-234.480.848,-474.678.482,-23.528.633,-47.453.831,13.9,"{'pop99': 31.88, 'turbo-taxi': 73.44, 'regular-taxi': 73.44, 'Flash': 29.5, 'UberX': 29.5}"
1186219,-7.211.810.000.000.000,-39.284.875,-7.226.874.899.999.990,-393.473.273,9.73,"{'pop99': 20.1, 'regular-taxi': 43.4, 'UberX': 16.0, 'Uber Flash': 16.0, 'poupa99': 17.28}"
1186220,-22.352.821.199.999.900,-417.695.863,-223.354.608,-417.401.769,3.97,"{'pop99': 9.52, 'turbo-taxi': 23.15, 'regular-taxi': 23.15, 'Uber Flash': 7.5, 'UberX': 7.5, 'Comfort': 13.5, 'poupa99': 8.11}"
1186221,-234.480.848,-474.678.482,-23.528.633,-47.453.831,13.9,"{'Flash': 27.5, 'UberX': 27.5, 'turbo-taxi': 73.44, 'regular-taxi': 73.44, 'pop99': 40.63}"
1186222,-12.147.172,-38.434.838.000.000.000,-121.641.408,-384.116.997,3.92,"{'Uber Flash': 8.0, 'pop99': 7.88, 'UberX': 8.0}"
1186223,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'UberX': 137.5, 'Comfort': 195.5, 'Flash': 137.5, 'Bag': 230.0, 'pop99': 33.96}"
1186224,-27.607.139,-48.586.732.999.999.900,-275.000.982,-4.851.106.499.999.990,21.0,"{'Flash': 43.0, 'Comfort': 63.0, 'UberX': 43.0, 'pop99': 31.73, 'turbo-taxi': 59.86, 'regular-taxi': 66.51, 'poupa99': 27.26}"
1186225,-25.500.369,-49.255.753.999.999.900,-255.133.514,-492.573.318,2.14,"{'poupa99': 8.56, 'pop99': 8.56, 'turbo-taxi': 12.06, 'regular-taxi': 13.4, 'Flash': 8.5, 'Comfort': 10.5, 'Black': 14.5, 'UberX': 8.5}"
1186226,-227.405.093,-47.280.609.999.999.900,-227.417.195,-472.414.557,7.53,"{'Uber Flash': 19.5, 'Comfort': 24.0, 'pop99': 21.39, 'turbo-taxi': 36.66, 'regular-taxi': 36.66, 'UberX': 19.5}"
1186227,-223.253.429,-4.912.545.859.999.990,-22.337.661,-490.336.126,18.3,"{'Uber Flash': 24.5, 'UberX': 43.0, 'poupa99': 28.09, 'turbo-taxi': 80.08, 'regular-taxi': 80.08, 'pop99': 28.09}"
1186228,-235.493.669,-46.536.136,-236.039.667,-4.652.514.720.000.000,10.32,"{'poupa99': 21.4, 'turbo-taxi': 37.76, 'regular-taxi': 41.95, 'UberX': 46.0, 'Flash': 44.5, 'Black': 34.5, 'pop99': 21.4}"
1186229,-22.823.259.999.999.900,-42.973.690.999.999.900,-228.891.692,-43.115.403,28.42,"{'pop99': 30.43, 'turbo-taxi': 70.75, 'regular-taxi': 78.61, 'UberX': 29.5, 'Comfort': 47.0, 'UberFlash': 29.5, 'Black': 63.0, 'poupa99': 27.38}"
1186230,-236.685.628,-467.340.706,-236.259.595,-466.865.002,7.81,"{'turbo-taxi': 52.98, 'top99': 58.87, 'regular-taxi': 58.87, 'UberX': 41.0, 'Flash': 39.0, 'Black': 39.0, 'pop99': 30.47}"
1186231,-234.627.873,-51.918.063,-234.169.912,-5.193.463.239.999.990,6.54,"{'pop99': 13.63, 'turbo-taxi': 36.19, 'regular-taxi': 36.19, 'UberX': 15.0, 'Comfort': 18.0, 'Uber Flash': 15.0, 'poupa99': 11.28}"
1186232,-228.446.624,-432.882.372,-2.291.291,-43.214.297,17.66,"{'pop99': 24.33, 'turbo-taxi': 69.01, 'regular-taxi': 76.67, 'poupa99': 18.22}"
1186233,-234.480.848,-474.678.482,-23.528.633,-47.453.831,13.9,"{'pop99': 41.12, 'turbo-taxi': 73.44, 'regular-taxi': 73.44, 'Flash': 31.5, 'UberX': 31.5}"
1186235,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'pop99': 33.96, 'Comfort': 168.0, 'Flash': 118.5, 'Bag': 197.5, 'UberX': 118.5}"
1186237,-23.704.808.699.999.900,-468.557.296,-236.531.048,-468.512.429,6.99,"{'poupa99': 14.15, 'regular-taxi': 28.32, 'Uber Promo': 19.5, 'UberX': 23.0, 'Flash': 23.0, 'pop99': 14.15}"
1186238,-235.197.654,-46.843.153.199.999.900,-2.358.169.939.999.990,-467.942.111,17.42,"{'turbo-taxi': 63.66, 'top99': 52.29, 'regular-taxi': 72.38, 'Uber Promo': 45.0, 'UberX': 51.5, 'Comfort': 69.5, 'Flash': 51.5, 'Black': 69.5, 'Bag': 66.5, 'pop99': 26.68}"
1186239,-228.446.624,-432.882.372,-2.291.291,-43.214.297,17.66,"{'poupa99': 19.04, 'pop99': 25.38, 'turbo-taxi': 69.01, 'regular-taxi': 76.67}"
1186240,-234.022.698,-464.834.264,-234.267.853,-464.980.317,04.09,"{'poupa99': 11.4, 'turbo-taxi': 23.75, 'regular-taxi': 23.21, 'UberX': 12.5, 'Comfort': 17.0, 'Flash': 12.5, 'Black': 18.5, 'Bag': 17.0, 'Black Bag': 23.0, 'pop99': 11.4}"
1186241,-83.098.419,-359.760.986,-82.831.853,-359.669.156,4.48,"{'pop99': 10.11, 'regular-taxi': 26.33, 'UberX': 13.5, 'Uber Flash': 9.5, 'poupa99': 8.82}"
1186242,-239.453.922,-464.054.994,-239.706.746,-463.706.997,6.18,"{'poupa99': 53.55, 'pop99': 53.55, 'turbo-taxi': 24.96, 'regular-taxi': 31.2, 'Flash': 19.0, 'Comfort': 22.0, 'UberX': 19.0}"
1186243,-37.848.481.000.000.000,-38.559.031,-37.781.347,-385.646.705,1.86,"{'Flash Moto': 6.0, 'UberX': 11.5, 'Flash': 11.5, 'turbo-taxi': 12.39, 'regular-taxi': 12.39, 'pop99': 8.11}"
1186244,-234.022.698,-464.834.264,-234.267.853,-464.980.317,04.09,"{'poupa99': 11.4, 'pop99': 11.4, 'turbo-taxi': 23.75, 'regular-taxi': 23.21, 'Comfort': 17.0, 'Flash': 12.5, 'Black': 18.5, 'Bag': 17.0, 'Black Bag': 23.0, 'UberX': 12.5}"
1186245,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'UberX': 112.0, 'Comfort': 159.5, 'Flash': 112.0, 'Bag': 187.0, 'pop99': 33.96}"
1186246,-37.848.481.000.000.000,-38.559.031,-37.781.347,-385.646.705,1.86,"{'Flash Moto': 6.0, 'Flash': 11.5, 'pop99': 8.11, 'turbo-taxi': 12.39, 'regular-taxi': 12.39, 'UberX': 11.0}"
1186247,-227.507.944,-434.402.611,-226.768.514,-436.070.578,23.99,"{'poupa99': 37.13, 'pop99': 41.25, 'Comfort': 54.5, 'turbo-taxi': 87.14, 'UberFlash': 30.5, 'regular-taxi': 91.54, 'Black': 71.5, 'UberX': 30.5}"
1186248,-22.847.069,-43.372.739,-22.854.541,-4.331.098,9.15,"{'pop99': 18.1, 'turbo-taxi': 40.46, 'regular-taxi': 44.95, 'UberX': 17.0, 'Comfort': 24.0, 'UberFlash': 17.0, 'Black': 32.5, 'poupa99': 15.63}"
1186249,-235.891.744,-463.045.773,-2.348.831.550.000.000,-463.661.346,16.08,"{'pop99': 68.23, 'turbo-taxi': 63.98, 'top99': 61.69, 'regular-taxi': 71.21, 'UberX': 72.0, 'Flash': 72.0, 'Black': 54.5}"
1186250,-239.507.187,-46.452.910.599.999.900,-24.006.342,-46.428.008,21.26,"{'pop99': 39.01, 'turbo-taxi': 85.89, 'regular-taxi': 85.89, 'Flash': 34.5, 'Comfort': 44.0, 'Bag': 42.0, 'UberX': 34.5}"
1186251,-227.598.549,-43.522.498.899.999.900,-227.970.982,-433.518.128,21.66,"{'UberX': 28.5, 'Comfort': 51.0, 'UberFlash': 28.5, 'pop99': 31.14, 'turbo-taxi': 70.96, 'regular-taxi': 78.85, 'poupa99': 27.97}"
1186252,-2.273.292,-4.337.974.299.999.990,-228.678.002,-432.632.854,31.32,"{'UberX': 71.0, 'UberFlash': 71.0, 'Black': 105.0, 'regular-taxi': 154.4, 'pop99': 53.0}"
1186253,-253.880.028,-491.690.092,-253.989.687,-492.139.336,9.66,"{'poupa99': 15.63, 'pop99': 18.22, 'turbo-taxi': 35.96, 'regular-taxi': 35.96, 'Flash': 22.5, 'Comfort': 26.0, 'Black': 44.0, 'UberX': 22.5}"
1186254,-234.961.985,-475.306.581,-235.372.569,-4.750.361.760.000.000,8.72,"{'pop99': 15.4, 'turbo-taxi': 32.73, 'regular-taxi': 32.73, 'Flash': 14.5, 'UberX': 14.5}"
1186255,-23.544.455.499.999.900,-46.843.771.499.999.900,-235.014.586,-468.342.098,6.81,"{'poupa99': 44.4, 'pop99': 44.4, 'turbo-taxi': 42.44, 'regular-taxi': 45.42, 'Comfort': 41.0, 'Flash': 27.0, 'Black': 29.5, 'Bag': 38.0, 'UberX': 27.0}"
1186256,-157.461.745,-4.827.771.569.999.990,-158.023.052,-481.185.799,23.63,"{'pop99': 34.08, 'Comfort': 159.5, 'Flash': 112.5, 'Bag': 187.5, 'UberX': 112.5}"
1186257,-228.454.314,-43.288.966.699.999.900,-2.291.291,-43.214.297,17.78,"{'poupa99': 27.38, 'pop99': 30.32, 'turbo-taxi': 61.61, 'regular-taxi': 68.45}"
1186258,-204.801.583,-5.475.581.409.999.990,-20.489.202,-546.205.701,17.67,"{'UberX': 32.5, 'poupa99': 27.38, 'pop99': 27.38, 'turbo-taxi': 68.39, 'regular-taxi': 71.56, 'Uber Promo': 23.0}"
1186259,-23.681.046,-46.793.112.099.999.900,-23.571.886,-466.454.977,24.55,"{'turbo-taxi': 101.21, 'top99': 112.45, 'regular-taxi': 112.45, 'UberX': 80.0, 'Comfort': 107.0, 'Flash': 76.5, 'Black': 87.5, 'pop99': 63.88}"
1186262,-23.437.511,-46.533.404,-235.234.451,-4.664.950.489.999.990,23.17,"{'UberX': 76.0, 'Comfort': 106.0, 'Flash': 76.0, 'Black': 79.0, 'Bag': 100.0, 'Black Bag': 95.5, 'poupa99': 102.92, 'pop99': 102.92, 'turbo-taxi': 101.79, 'regular-taxi': 113.1, 'Uber Promo': 62.5}"
1186261,-236.722.081,-467.398.442,-236.169.325,-4.664.945.139.999.990,13.9,"{'UberX': 48.5, 'Comfort': 74.5, 'Flash': 46.5, 'Black': 53.5, 'Bag': 66.5, 'Black Bag': 66.0, 'poupa99': 40.11, 'turbo-taxi': 61.87, 'regular-taxi': 68.74, 'pop99': 40.11}"
1186263,-2.273.292,-4.337.974.299.999.990,-228.678.002,-432.632.854,31.32,"{'UberFlash': 71.0, 'Black': 105.0, 'pop99': 53.0, 'regular-taxi': 154.4, 'UberX': 71.0}"
1186264,-234.961.985,-475.306.581,-235.372.569,-4.750.361.760.000.000,8.72,"{'turbo-taxi': 32.73, 'regular-taxi': 32.73, 'Flash': 14.5, 'UberX': 14.5, 'pop99': 15.4}"
1186265,-193.569.578,-4.004.665.290.000.000,-193.930.754,-400.512.605,8.85,"{'UberX': 57.0, 'pop99': 39.9}"
1186266,-229.063.785,-472.454.012,-229.631.881,-469.984.664,38.5,"{'Flash': 73.5, 'Comfort': 81.0, 'UberX': 73.5, 'regular-taxi': 171.38, 'pop99': 69.97}"
